"CO_NBM";"NO_NBM"
"9608400100";"LAPISEIRA COM METAL PRECIOSO"
"5304909903";"DESPERDICIOS DE FIBRAS TEXTEIS ""AGAVE"",EXC.SISAL"
"5307109900";"OUTS.FIOS JUTA/FIBRAS TEXTEIS LIBERIANAS SIMPLES"
"5308900199";"QQ.OUT.FIO DE RAMI"
"5308900201";"FIO DE SISAL,CRU,ALVEJADO/BRANQUEADO"
"5308909901";"FIO DE OUT.FIBRA TEXTIL VEGETAL,CRU/ALVEJADO/BRANQUEADO"
"5311000199";"QQ.OUT.TECIDO DE RAMI"
"7103910300";"ESMERALDA (BERILO) TRABALHADA DE OUT.MODO"
"7103990307";"QUARTZO RUTILADO,TRABALHADA DE OUT.MODO"
"7103990399";"QQ.OUT.PEDRA DE QUARTZO,TRABALHADA DE OUT.MODO"
"8433590100";"COLHEDEIRAS COMBINADAS"
"8438300200";"MAQUINAS/APARS.P/TRATAM.CALDO/SUCO/REFINACAO,DO ACUCAR"
"8439300300";"MAQUINAS P/FABR.DE PAPEL/CARTOLINA/CARTAO ONDULADO"
"8440900000";"PARTES DE MAQUINAS/APARELHOS,P/BROCHURA/ENCADERNACAO"
"8441400000";"MAQUINAS P/MOLDAR ARTIGOS DE PASTA DE PAPEL/PAPEL/ETC."
"8442100000";"MAQS.DE COMPOR CARACTER TIPOGRAFICO POR PROC.FOTOGRAF."
"8442400000";"PARTES DE MAQUINAS/APARELHOS/ETC.P/COMPOR CARACTERES/"
"8708990300";"DIFERENCIAIS P/AUTOMOVEIS/ONIBUS/CAMINHOES/ETC."
"9608990100";"CANETA PORTA-PENAS/LAPIS/ETC.C/METAL PRECIOSO"
"9612109900";"FITA DE OUTS.MATERIAS,P/MAQUINA IMPRESSORA"
"9613800102";"OUTS.ISQUEIROS,DE METAL COMUM"
"9616109900";"VAPORIZADOR DE TOUCADOR,DE OUTS.MATERIAS"
"9617000000";"GARRAFAS TERMICAS/OUTS.RECIPIENTES ISOTERMICOS,MONTADOS"
"9701900300";"COLAGENS/QUADROS DECORATIVOS,DE METAL COMUM"
"9703000000";"PRODUCOES ORIGINAIS DE ARTE ESTATUARIA/DE ESCULTURA"
"7003110299";"QQ.OUT.VIDRO VAZADO,CHAPAS/FLS.N/ARMADO,QUADR.CORADO/"
"7103990402";"CRISOBERILO OLHO-DE-GATO,TRABALHADA DE OUT.MODO"
"7103990702";"HIDDENITA (ESPODOMENIO),TRABALHADA DE OUT.MODO"
"7103990806";"ULVAROVITA (GRANADA),TRABALHADA DE OUT.MODO"
"7103991002";"OPALA-DE-FOGO,TRABALHADA DE OUT.MODO"
"7103991100";"ANDALUZITA TRABALHADA DE OUT.MODO"
"7110390000";"RODIO EM OUT.FORMA SEMIMANUFATURADA"
"7111009900";"METAL COMUM/PRATA/OURO,FOLHDO/ETC.EM PLATINA,EM BRUTO/"
"8419199900";"AQUECEDOR DE AGUA,N/ELETRICO,EXC.A GAS/SOLAR"
"8419310000";"SECADOR DE PRODUTOS AGRICOLAS"
"8709199900";"OUTS.VEICS.AUTOMOVEIS,N/ELETR.S/DISP.ELEVACAO,P/FABRICA"
"8714200000";"PARTES DE CADEIRAS DE RODAS/VEICULOS P/INVALIDOS"
"8714950000";"SELINS DE BICICLETAS E OUTROS CICLOS"
"8714990100";"RODAS LIVRES,DE BICICLETAS E OUTS.CICLOS"
"8716400200";"SEMI-REBOQUES DO TIPO PLATAFORMA"
"8716800101";"CARRINHOS DE TRACAO MANUAL,P/CONSTRUCOES,DE FERRO"
"8802309900";"OUTS.AVIOES E VEICULOS AEREOS,2T<PESO<=15T"
"8802400299";"QQ.OUT.AVIAO A TURBOELICE,PESO>15T,EXC.MULTIMOTOR"
"7314209900";"OUTS.GRADES/REDES,DE ACO,SOLD.FIO>=3MM,MALHA>=100CM3"
"7315110101";"CORRENTES DE ROLOS,DE ACO INOXIDAVEL,P/BICICLETAS"
"7315110102";"CORRENTES DE ROLOS,DE ACO INOXIDAVEL,P/MOTOCICLETAS/"
"7315120100";"OUTS.CORRENTES DE ELOS ARTICULADOS,DE FERRO,ACO,ETC."
"7315890000";"OUTS.CORRENTES/CADEIAS,DE FERRO FUNDIDO/FERRO/ACO"
"7320909900";"OUTS.MOLAS/FOLHAS DE MOLAS,DE FERRO OU ACO"
"8466100100";"PORTA-FERRAMENTAS P/PONTA N/SOLDADA DE CARBONETO METAL."
"8466200100";"PORTA-PECAS P/TORNOS"
"8466209900";"PORTA-PECAS P/OUTS.MAQUINAS-FERRAMENTAS"
"8466920200";"PARTES/ACESS.DE MAQUINAS,P/SERRAR MADEIRA/ETC."
"8466920303";"PARTES/ACESS.DE TUPIAS P/MADEIRA/CORTICA/OSSOS/ETC."
"8466920399";"QQ.OUT.PARTE/ACESS.DE MAQS.P/APLAINAR/FRESAR,MADEIRA/"
"8466920599";"QQ.OUT.PARTE/ACESS.DE MAQS.P/ARQUEAR/REUNIR,MADEIRA/ETC"
"8466920800";"PARTES/ACESS.DE MAQUINAS,P/DESCASCAR MADEIRA"
"8466921300";"PARTES/ACESS.DE MAQUINAS,P/FABR.DE BOTOES DE MADEIRA"
"8467910000";"PARTES DE SERRAS DE CORRENTE,DE USO MANUAL"
"8467920000";"PARTES DE FERRAMENTAS,PNEUMATICAS,DE USO MANUAL"
"8468200101";"MAQUINAS/APARELHOS,P/SOLDAR MATERIA TERMOPLASTICA"
"8468800100";"MAQUINAS/APARELHOS,P/SOLDAR POR FRICCAO"
"8470290000";"MAQUINAS DE CALCULAR,ELETRONICAS,S/DISPOSIT.IMPRESSOR"
"8470509900";"CAIXAS REGISTRADORAS,EXCETO AS ELETRONICAS"
"8471920402";"IMPRESSORA DE IMPACTO,MATRICIAL"
"8471920499";"QQ.OUT.IMPRESSORA,EXC.DE IMPACTO"
"9028100000";"CONTADOR DE GASES"
"9028200100";"CONTADOR DE LIQUIDOS,DE PESO<=50KG"
"9028200200";"CONTADOR DE LIQUIDOS,DE PESO >50KG"
"9028300101";"CONTADOR DE ELETRICIDADE,P/CONTROLE/AFERICAO ELETRICA"
"9028309999";"QQ.OUT.APARELHO CONTADOR DE ELETRICIDADE"
"9028900100";"PARTES/ACESS.DE CONTADORES DE ELETRICIDADE"
"9029109900";"OUTS.CONTADORES DE VOLTAS/CONTADORES DE PRODUCAO/ETC."
"9029109999";"QQ.OUT.APARELHO CONTADOR DE VOLTAS/PRODUCAO/ETC."
"9030200101";"OLCILOSCOPIOS CATODICOS,DIGITAIS"
"9030310100";"MULTIMETROS,DIGITAIS,S/DISPOSITIVO REGISTRADOR"
"9030390199";"QQ.OUT.VOLTIMETRO,S/DISPOSITIVO REGISTRADOR"
"9031800100";"CRIOSCOPIO ELETRONICO DIGITAL PARA LEITE"
"9031800501";"NIVEIS DE BOLHA DE AR,COM PRECISAO"
"9031801400";"INDICADOR DE POSICAO POR COORDENADA,P/MAQS-FERRAMENTAS"
"9031809999";"QQ.OUT.INSTRUMENTO/APARELHO/MAQUINA,DE MEDIDA/CONTROLE"
"9031900200";"PARTES/ACESS.DE CRIOSCOPIOS"
"9032200000";"MANOSTATOS AUTOMATICOS (PRESSOSTATOS)"
"9032909900";"PARTES/ACESS.DE OUTS.INSTRUMS/APARS.P/REGUL.AUTOMATICA"
"9033000000";"PARTES/ACESS.DE OUTS.APARS/INSTRUMS.DE OPTICA/MEDIDA/"
"5911310000";"TECIDO/FELTRO,P<650G/M2,P/MAQS.DE FABR.PAPEL"
"6001220000";"TECIDO ATOALHADO,DE MALHA DE FIBRA TEXTIL SINTET/ARTIF."
"6001910000";"VELUDO/PELUCIA,DE MALHA,DE ALGODAO"
"9201209900";"PIANO DE CAUDA,DE COMPRIMENTO<=250CM"
"9202100400";"CONTRABAIXO"
"9202109900";"OUTS.INSTRUMS.MUSICAIS DE CORDA,TOCADOS C/ARCO"
"9202900600";"BANJO"
"9203000200";"HARMONIOS DE TECLADO COM PALHETAS METALICAS LIVRES"
"9203009900";"INSTRUMS.DE TECLADO SEMELHS.AO HARMONIOS/ORGAOS"
"9204100100";"ACORDEOES DE TECLADO DE PIANO"
"9204100200";"CONCERTINAS E BANDONIOS"
"9205900101";"FLAUTA TRANSVERSAL SOPRANO,SISTEMA BOEHM"
"9205900105";"FLAUTA DOCE"
"9205900303";"REQUINTA (CLARINETA)"
"9206000100";"BATERIA (INSTRUMENTO MUSICAL DE PERCUSSAO)"
"9206000200";"PRATOS/CIMBALO SIMPLES/PEDAL(INSTRUM.MUSICAL PERCUSSAO)"
"9206000601";"MARIMBA COM 49 TECLAS (INSTRUMENTO MUSICAL PERCUSSAO)"
"9207100200";"SINTETIZADOR ELETRONICO"
"9207100399";"QQ.OUT.PIANO ELETRONICO"
"9207900199";"QQ.OUT.BATERIA ELETRONICA,EXC.A PROGRAMAVEL"
"6302290000";"ROUPA DE CAMA,DE OUT.MATERIA TEXTIL,ESTAMPADA"
"6302510000";"ROUPAS DE MESA,DE ALGODAO"
"6002200200";"TECIDO DE MALHA LA/PELO FINO,L<=30CM,S/FIO ELASTOMERO/"
"6002309900";"OUTS.TECIDOS MALHA MATER.TEXT.L>30CM,C/FIO ELASTOMERO/"
"6002410000";"TECIDO DE MALHA-URDIDURA,DE LA/PELOS FINOS"
"6002420000";"TECIDO DE MALHA-URDIDURA,DE ALGODAO"
"6002430000";"TECIDO DE MALHA-URDIDURA,DE FIBRA TEXTIL SINTET/ARTIF."
"6002910000";"OUTS.TECIDOS DE MALHA DE LA/PELOS FINOS"
"6101900000";"SOBRETUDO/ETC.DE MALHA DE OUT.MATER.TEXT.USO MASCULINO"
"6103290000";"CONJUNTO DE MALHA DE OUT.MATERIA TEXTIL,USO MASCULINO"
"6103390000";"PALETOS DE MALHA DE OUT.MATERIA TEXTIL,USO MASCULINO"
"6104130000";"""TAILLEURS"" DE MALHA DE FIBRA TEXT.SINTET.USO FEMININO"
"7321820000";"AQUECEDOR AMBIENTE/ETC.DE FERRO/ACO,A COMBUST.LIQUIDO"
"7324210000";"BANHEIRAS DE FERRO FUNDIDO,MESMO ESMALTADAS"
"7324290000";"BANHEIRAS DE FERRO OU ACO"
"6207220000";"CAMISOLAO/PIJAMAS,DE FIBRA TEXTIL SINTET.USO MASCULINO"
"6207910000";"ROUPAO-BANHO/ETC.DE ALGODAO,USO MASCULINO"
"6207990000";"ROUPAO-BANHO/ETC.DE OUT.MATERIA TEXTIL,USO MASCULINO"
"6209300100";"FRALDAS DESCARTAVEIS,DE FIBRA TEXTIL SINTETICA,P/BEBES"
"6212900000";"ESPARTILHOS/SUSPENSORIOS/LIGAS/ETC.MESMO DE MALHA"
"6213200000";"LENCOS DE ASSOAR/DE BOLSO,DE ALGODAO"
"6214300000";"XALES/ECHARPES/VEUS/ETC.DE FIBRA TEXTIL SINTETICA"
"6214900000";"XALES/ECHARPES/VEUS/ETC.DE OUT.MATERIA TEXTIL"
"7411220300";"ESBOCOS DE TUBO DE LIGA-COBRE-NIQUEL/COBRE-NIQUEL-ZINCO"
"7412100000";"ACESSORIOS P/TUBOS DE COBRE REFINADO"
"7417009000";"PARTES DE APARS.P/COZINHAR/AQUECER,DE COBRE,N/ELETRICOS"
"6302999999";"QQ.OUT.ROUPA DE COZINHA,DE OUT.MATERIA TEXTIL,EXC.MALHA"
"6305100100";"SACOS DE MALHA DE JUTA/FIBRA TEXT.LIBERIANA,P/EMBALAGEM"
"6305319900";"SACOS DE POLIETILENO/ETC.P/EMBALAGEM,EXC.DE MALHA"
"6305399900";"SACOS DE MATERIA TEXT.SINT/ARTIF.P/EMBALAGEM,EXC.MALHA"
"7611009900";"OUTS.RESERVATORIOS/RECIPIENTES,DE ALUMINIO,CAP>300L"
"7612909901";"OUTS.RECIPIENTES DE ALUMINIO,TUBULARES,CAP<=300L"
"7616900500";"CHAPAS DE ALUMINIO,ESTIRADAS"
"7616900700";"BRACADEIRAS DE ALUMINIO,DE USO NAO ESPECIFICO"
"7616909001";"LAMINAS DE ALUMINIO,P/PERSIANAS/GELOSIAS/ESTORES"
"7325999900";"OUTS.OBRAS MOLDADAS/FUNDIDAS,DE FERRO FUNDIDO/FERRO/ACO"
"7326909901";"OUTS.OBRAS DE FERRO/ACO,P/USO EM AERONAUTICA"
"7326909999";"QQ.OUT.OBRA DE FERRO OU ACO"
"7409110000";"CHAPAS DE COBRE REFINADO,E>0.15MM,EM ROLOS"
"7409390000";"CHAPAS DE LIGAS DE COBRE-ESTANHO,E>0.15MM,EXC.EM ROLOS"
"8471930399";"QQ.OUT.UNIDADE DE DISCO MAGNETICO"
"8471930400";"UNIDADE DE DISCO OPTICO"
"8471990101";"CONTROLADOR/FORMATADOR,DE DISCO MAGNETICO,TIPO FLEXIVEL"
"8471990199";"QQ.OUT.CONTROLADOR/FORMATADOR,DE DISCO MAGNETICO"
"8471990800";"PLOTADORAS"
"8471990901";"UNIDADE DE CONTROLE DE COMUNICACAO"
"8471990999";"QQ.OUT.PROCESSADOR/CONCENTRADOR,DE LINHA DE COMUNICACAO"
"8471991000";"MODULADOR/DEMODULADOR DE SINAIS (MODEM)."
"7506100000";"CHAPAS/FOLHAS/TIRAS,DE NIQUEL,NAO LIGADO"
"7507110000";"TUBO DE NIQUEL"
"7507120000";"TUBO DE LIGAS DE NIQUEL"
"8479109900";"OUTS.MAQS/APARS.P/OBRAS PUBLICAS/CONSTRUCAO CIVIL/ETC."
"8479820100";"MOENDA/ENGENHOCA,N/INDAL.P/EXTRACAO DO CALDO DE CANA"
"8479890101";"PRENSAS S/APLICACAO ESPECIFICA"
"8479890200";"APARELHOS DE LIMPAR PECAS,POR ULTRA-SOM"
"8479890500";"APARELHOS UMIDIFICADORES/DESUMIDIFICADORES,DE AR"
"8479890700";"MAQUINAS DE LEME,PARA EMBARCACOES"
"7801910000";"CHUMBO COM ANTIMONIO,COMO SEGUNDO ELEMENTO"
"7901200100";"LIGAS DE ZINCO,EM LINGOTES"
"7907900100";"PARAFUSOS/PORCAS/ARRUELAS/REBITES/ETC.DE ZINCO"
"7907909900";"OUTS.OBRAS DE ZINCO"
"8004000000";"CHAPAS/FOLHAS/TIRAS,DE ESTANHO,ESPESSURA>0.2MM"
"8101930100";"FIO DE TUNGSTENIO,P/FABR.DE FILAMENTO P/LAMPADAS"
"8101939900";"FIO DE TUNGSTENIO,EXC.P/FABR.DE FILAMENTO P/LAMPADAS"
"8102910200";"DESPERDICIOS/RESIDUOS,DE MOLIBDENIO"
"8104200000";"DESPERDICIOS/RESIDUOS,DE MAGNESIO"
"8105100200";"COBALTO EM FORMA BRUTA"
"8106000100";"BISMUTO EM FORMAS BRUTAS"
"8481809914";"DISPOSITIVO P/CANALIZACAO/ETC.DE OUT.TIPO,DE PLASTICO"
"8482300000";"ROLAMENTOS DE ROLETES EM FORMA DE TONEL"
"8482910100";"ESFERAS DE ACO,CALIBRADAS,PARA ROLAMENTOS"
"8482910300";"ROLETES CONICOS,PARA ROLAMENTOS"
"8483100301";"CABOS FLEXIVEIS DE TRANSM.DE MOVIMENTO,P/VELOCIMETRO"
"8483300401";"BRONZES DE METAL ANTIFRICCAO/METAL PATENTE/OUTRO"
"8471999900";"OUTS.UNIDADES P/MAQS.AUTOMATICAS DE PROCESSAM.DE DADOS"
"8472109900";"OUTS.APARS.DUPLICADORES,EXC.HECTOGRAFICOS/""OFFSET"""
"8473290100";"PARTES/ACESS.DE MAQUINAS P/CONTABILIDADE"
"8474310000";"BETONEIRAS E APARELHOS,PARA AMASSAR CIMENTO"
"8474800100";"MAQS.VIBRATORIAS P/FABR.PRE-MOLDADO DE CIMENTO/CONCRETO"
"8474809900";"OUTS.MAQS/APARS.P/AGLOMERAR/ETC.COMBUSTIVEIS MINERAIS/"
"8475100000";"MAQS.P/MONTAGEM DE LAMPADAS/TUBOS/VALVULAS ELETRICAS/"
"8476900000";"PARTES DE MAQUINAS AUTOMATICAS,P/VENDA DE PRODUTOS"
"8477400000";"MAQUINAS P/MOLDAR BORRACHA/PLASTICO,A VACUO/TERMOFORMAR"
"9101120299";"QQ.OUT.RELOG.PULSO,PILHA/ETC.OPTOELETR.CX.MET.FLHD.PREC"
"9101910299";"QQ.OUT.RELOGIO BOLSO,PILHA/ACUMUL.CX.MET.FLHD.PRECIOSO"
"8480200000";"PLACAS DE FUNDO PARA MOLDES"
"8480410200";"MOLDES DE TIPOGRAFIA,P/MOLDAGEM POR INJECAO/ETC.METAIS"
"8480419900";"OUTS.MOLDES P/METAIS,P/MOLDAGEM POR INJECAO/COMPRESSAO"
"8481209903";"VALVULAS P/TRANSMISS.OLEO-HIDRAULICA/ETC.DE PLASTICO"
"8481800103";"VALVULAS TIPO AEROSOL,DE FERRO OU ACO"
"8481800499";"QQ.OUT.VALVULA SOLENOIDE,DE OUTS.MATERIAS"
"8481800502";"TORNEIRAS DE COBRE E SUAS LIGAS"
"9111109900";"CAIXAS DE RELOGIO PULSO/BOLSO,DE METAL FLHD.METAL PREC."
"9111800000";"CAIXAS DE RELOGIO PULSO/BOLSO,DE OUT.MATERIA"
"9112100199";"QQ.OUT.CAIXA DE OUT.APAR.RELOJOARIA,DE METAL FLHD.PREC."
"9113900200";"PULSEIRAS DE COURO,P/RELOGIOS"
"9114900400";"TIGES,DE APARELHOS DE RELOJOARIA"
"8483400201";"CAIXAS DE TRANSMISSAO/REDUTORES/ETC.P/AERONAUTICA"
"8501100199";"QQ.OUT.MOTOR ELETRICO,DE CORRENTE CONTINUA,POT<=37.5W"
"8501100401";"MOTOR ELETR.UNIVERSAL,POT<=37.5W,P/BRINQUEDO"
"8501100500";"MOTOR ELETRICO,SINCRONO,POT<=37.5W"
"8501310202";"GERADOR DE CORRENTE CONTINUA,37.5<P<=750W,P/AERONAUTICA"
"8501510299";"QQ.OUT.MOTOR DE CORR.ALTERN.TRIFASE,ROTOR ANEL,P<=750W"
"9102190200";"RELOGIO PULSO,PILHA/ACUM.OUT.MOSTR.CX.PLASTICO,S/VIDRO"
"9102990100";"OUTS.RELOGIO BOLSO,CX.METAL COMUM,EXC.PILHA/ACUMUL."
"9103100199";"QQ.OUT.DESPERTADOR,PILHA/ACUM.MAQUIN.PEQ.VOL.CX.OUT.MAT"
"9103900199";"QQ.OUT.DESPERTADOR,MAQUIN.PEQ.VOL.CX.DE OUT.MATERIA"
"6203490000";"CALCAS/BERMUDAS/ETC.DE OUT.MATERIA TEXTIL,USO MASCULINO"
"6204320000";"""BLAZERS"" DE ALGODAO,USO FEMININO"
"6204490000";"VESTIDOS DE OUT.MATERIA TEXTIL,USO FEMININO"
"8502409900";"CONVERSOR ROTATIVO ELETRICO,EXC.DE FREQUENCIA"
"8504319902";"TRANSFORMADOR DE DEFLEXAO P/TUBOS RAIO CATODICO,P<=1KVA"
"8504330000";"TRANSFORMADOR ELETRICO,16KVA<POT<=500KVA"
"8504340000";"TRANSFORMADOR ELETRICO,POT>500KVA"
"8504409999";"QQ.OUT.CONVERSOR ESTATICO,ELETRICO"
"8505209900";"ACOPLAMENTOS/EMBREAGENS/ETC.ELETROMAGNETICOS"
"8506110000";"PILHAS/BATERIA,DE BIOXIDO DE MANGANES,V<=300CM3"
"8508200101";"SERRA CIRCULAR C/MOTOR ELETRICO,USO MANUAL,P<=15KG"
"8508200105";"MAQUINA P/CORTAR TECIDO,PESO<=15KG"
"8508800102";"PLAINA ELETROMECAN.C/MOTOR ELETRICO,USO MANUAL,P<=15KG"
"8509200000";"ENCERADEIRA DE PISO,C/MOTOR ELETRICO,DOMESTICO"
"8509800200";"FACAS ELETRICAS,C/MOTOR ELETRICO,DE USO DOMESTICO"
"8305200000";"GRAMPOS EM BARRETAS,DE METAL COMUM"
"8306299901";"BASES/COLUNAS/ETC.DE SUSTENTACAO DE METAL COMUM"
"8308900200";"FIVELAS DE METAL COMUM,MESMO ORNAMENTAIS"
"8310000100";"PLACAS/PLAQUETAS DE METAL COMUM,P/MATRICULA DE VEICULOS"
"8311100100";"ELETRODOS P/SOLDAR A ARCO,DE ACO,N/LIGADO,REVEST.EXTER."
"8311100200";"ELETRODOS P/SOLDAR A ARCO,DE LIGA DE ACO,REVEST.EXTER."
"8311300400";"VARETAS/FIOS,DE NIQUEL/LIGAS,P/SOLDAR A CHAMA,REVEST."
"8403900000";"PARTES DE APARS.AUXIL.DE CALDEIRAS P/AQUECIM.CENTRAL"
"8405100100";"GASOGENIO E GERADORES,DE GAS/DE AGUA/DE AR"
"8405109900";"GERADOR DE ACETILENO/DE GAS,OPERADO A AGUA"
"8407330100";"MOTOR EXPLOSAO,MONOCIL.CIL<=1000CM3,P/AUTOMOV.A ALCOOL"
"8541309901";"TIRISTORES,N/MONTADOS,EXC.EM PASTILHA/LAMINA"
"8541409999";"QQ.OUT.DISPOSITIVO FOTOSSENSIVEL SEMICONDUTOR"
"8543300000";"MAQS/APARS.DE GALVANOPLASTIA/ELETROLISE/ETC.ELETRICOS"
"8543800100";"AMPLIFICADOR DE MEDIA/ALTA FREQUENCIA,ELETRICO"
"8544110000";"FIOS DE COBRE,P/BOBINAR"
"8545900400";"SUPORTES CONECTORES (P/ELETRODO DE FORNO)"
"5211510000";"TECIDO ALGODAO<85%,P>200G/M2,PTO.TAFETA,ESTAMPADO"
"5212140000";"OUTS.TECIDOS ALGODAO,P<=200G/M2,COLORIDOS"
"7202990100";"LIGAS DE FERRO-ALUMINIO"
"7204490000";"OUTS.DESPERDICIOS/RESIDUOS/SUCATA,DE FERRO/ACO"
"7206100300";"FERRO/ACO N/LIGADO,CARBONO>=0.6%,EM LINGOTES"
"7206900200";"FERRO/ACO N/LIGADO,0.25%<=C<0.60%,EM OUT.FORMA PRIMARIA"
"7207200101";"SEMIMANUF.FERRO/ACO,0.25%<=CARBONO<0.6%,VAZAM.CONTINUO"
"7208130000";"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E>=3MM,L>=6DM"
"7208450100";"LAMINADO PLANO,FERRO/ACO,A QUENTE,E<3MM,C<0.25%,L>=6DM"
"8431410000";"PARTES DE CACAMBAS MESMO DE MANDIBULAS/PAS/GANCHOS/ETC."
"8431490000";"PARTES DE OUTS.MAQS/APARS.NIVELADORES/ESCAVADORES/ETC."
"8432100300";"ARADOS DE PONTAS OU DENTES"
"8432109900";"CHARRUAS E OUTROS ARADOS"
"8432290100";"GRADES EXCETO DE DISCOS"
"8433110000";"CORTADOR DE GRAMA,MOTORIZADO,C/DISP.CORTE PLANO HORIZ."
"8433200000";"CEIFEIRAS PARA MONTAGEM EM TRATORES"
"8433300000";"OUTS.MAQUINAS/APARELHOS,P/COLHER/DISPOR O FENO"
"8433520000";"MAQUINAS/APARELHOS,P/DEBULHA,EXC.CEIFEIRAS-DEBULHADORAS"
"9209990300";"PARTES/ACESS.DE OUTS.INSTRUMS.MUSICAIS DE SOPRO"
"9209990400";"PARTES/ACESS.DE INSTRUMS.MUSICAIS DE PERCUSSAO"
"9302000200";"PISTOLAS (ARMAS)"
"9303100100";"CARABINAS/ESPINGARDAS/ETC.DE CACA,CARREGAVEIS PELA BOCA"
"9303909900";"OUTS.ARMAS DE FOGO C/DEFLAGRACAO DE POLVORA"
"9401200100";"ASSENTOS P/ONIBUS"
"9401309900";"OUTS.ASSENTOS GIRATORIOS,DE ALTURA AJUSTAVEL"
"9401610100";"SOFA/POLTRONA,ESTOFADOS,C/ARMACAO DE MADEIRA"
"9401619900";"OUTS.ASSENTOS ESTOFADOS,C/ARMACAO DE MADEIRA"
"9401690200";"CADEIRAS N/ESTOFADAS,C/ARMACAO DE MADEIRA"
"9401799901";"OUTS.ASSENTOS N/ESTOFADOS,C/ARMACAO DE FERRO/ACO"
"9401809901";"OUTS.SOFAS E POLTRONAS,DE OUT.MATERIA"
"9401809902";"OUTS.CADEIRAS DE OUTS.MATERIAS"
"8526919999";"QQ.OUT.APARELHO DE RADIONAVEGACAO"
"8527110200";"APARS.DE RADIO C/TOCA-DISCO,C/S FONTE EXT.ENERGIA"
"8527199900";"OUTS.APARS.RECEPT.DE RADIODIFUSAO C/S FONTE EXT.ENERGIA"
"8527320000";"OUTS.APARS.RECEPT.RADIODIFUSAO C/RELOGIO,S/APAR.DE SOM"
"8527900200";"OUTS.APARS.RECEPT.DE TELEIMPRESSAO/TELEFAC-SIMILE/ETC."
"8528209900";"APARS.RECEPT.DE TELEVISAO,EM PRETO/BRANCO,EXC.MONITOR"
"8529100199";"QQ.OUT.ANTENA P/APAR.TRANSMISSOR/ETC.DE RADIO/TELEVISAO"
"8473300200";"TECLADO P/MAQS.AUTOMATICAS P/PROCESSAMENTO DE DADOS"
"8473300300";"ACIONADOR (""DRIVER"") DE DISCO FLEXIVEL"
"8473300700";"POSICIONADOR DE CABECA MAGNETICA,P/MAQS.PROCESSAM.DADOS"
"8474100199";"QQ.OUT.MAQUINA/APARELHO,P/SELECAO/ETC.SUBSTS.MINERAIS"
"8474909900";"OUTS.PARTES DE MAQS/APARS.P/TRAB.SUBSTANCIAS MINERAIS"
"8475200100";"MAQS.P/MOLDAGEM DE FRASCOS/GARRAFAS/ETC.DE VIDRO"
"8475900000";"PARTES DE MAQS.P/MONTAGEM/MOLDAGEM/FABRICACAO,DO VIDRO"
"8477590100";"PRENSAS P/MOLDAR/DAR FORMA A BORRACHA/PLASTICO"
"8477800000";"OUTS.MAQS/APARS.P/TRABALHAR/FABR.PRODS.DE BORRACHA/ETC."
"9101290199";"QQ.OUT.RELOGIO PULSO,CORDA N/AUTOMAT.CX.METAL PRECIOSO"
"9101990201";"OUTS.RELOG.BOLSO,CX.MET.FLHD.PREC/PEROLA,EXC.PILHA/ACUM"
"8479890902";"LIMPADOR DE PARA-BRISAS,ELETRICO,P/VEICULO FERROVIARIO"
"8479891100";"MAQUINAS P/LIXAR ASSOALHOS,DE PESO>20KG"
"8481100100";"VALVULAS REDUTORAS DE PRESSAO,DE FERRO/ACO"
"8481200100";"VALVULAS P/TRANSMISS.OLEO-HIDRAULICA/ETC.P/AERONAUTICA"
"8481309900";"VALVULAS DE RETENCAO,DE OUTRAS MATERIAS"
"1702900401";"MEL RICO,INVERTIDO"
"1703109901";"XAROPES PURIFICADOS ""TREACLE"",DE MELACO DE CANA"
"1704900100";"DOCE DE LEITE S/CACAU"
"1801000200";"CACAU INTEIRO OU PARTIDO,TORRADO"
"1806200400";"GELEIA/PASTA DE FRUTAS,C/CACAU,EMBALAGENS IMEDIATAS>2KG"
"1806900600";"GELEIA/PASTA DE FRUTAS,C/CACAU,EM EMBALAGENS<=2KG"
"1806900700";"AMENDOIM CONFEITADO C/CHOCOLATE,EM EMBALAGENS<=2KG"
"1901209900";"OUTS.PREPAR.ALIMENTICIAS,S/CACAU,P/PRODS.DE PADARIA/ETC"
"1901900299";"QQ.OUT.PREPARACAO DE CACAU (<50% DE CACAU)"
"1901900399";"QQ.OUT.LEITE MODIFICADO,EXC.P/ALIMENTACAO INFANTIL"
"2938900200";"DIGITOXINAS"
"2938900300";"GLICIRRIZINA"
"2938909900";"OUTS.HETEROSIDIOS/SEUS SAIS,ETERES,ESTERES E DERIVS."
"2939100301";"PAPAVERINA"
"2939100401";"CODEINA"
"2939100600";"ACETORFINA"
"2939101700";"HIDROMORFONA"
"2939102099";"QQ.OUT.DERIVADO DE MORFINA C/NITROGENIO PENTAVALENTE"
"2939219900";"OUTS.SAIS DE QUININA"
"2939290199";"QQ.OUT.SAL DE QUINIDINA"
"2939600102";"MALEATO DE ERGOMETRINA"
"2939600700";"ACIDO LISERGICO"
"2939600800";"LISERGIDA (LSD,N,N-DIETIL-LISERGAMIDA)"
"2939600999";"QQ.OUT.METILERGOMETRINA E SEUS SAIS"
"2939900101";"ATROPINA"
"2939900199";"QQ.OUT.SAL DE ATROPINA"
"2939900201";"N-BUTILBROMETO DE ESCOPOLARAMINA"
